-25  7.65284e-21   0.0111946
-24.75  2.00195e-20   0.0140198
-24.5  3.57602e-20   0.0158505
-24.25  4.26078e-20   0.0169965
-24  4.64495e-20   0.0177348
-23.75  4.92372e-20   0.018229
-23.5  5.08179e-20   0.0186562
-23.25  5.26864e-20   0.0190739
-23  5.46073e-20   0.0194976
-22.75  5.55439e-20   0.0199355
-22.5  5.4793e-20   0.0203883
-22.25  5.36805e-20   0.0208566
-22  5.35551e-20   0.0213412
-21.75  5.51619e-20   0.0218428
-21.5  5.76932e-20   0.0223622
-21.25  6.10956e-20   0.0229002
-21  6.39807e-20   0.0234578
-20.75  6.47959e-20   0.024036
-20.5  6.43274e-20   0.0246357
-20.25  6.38672e-20   0.025258
-20  6.81203e-20   0.025904
-19.75  7.51848e-20   0.0265751
-19.5  7.98118e-20   0.0272724
-19.25  8.19727e-20   0.0279974
-19  8.39166e-20   0.0287516
-18.75  8.60855e-20   0.0295364
-18.5  8.71981e-20   0.0303537
-18.25  8.9583e-20   0.0312052
-18  9.29431e-20   0.0320929
-17.75  9.42735e-20   0.0330188
-17.5  9.4367e-20   0.033985
-17.25  9.78659e-20   0.0349941
-17  1.01945e-19   0.0360486
-16.75  1.03319e-19   0.0371511
-16.5  1.05716e-19   0.0383047
-16.25  1.12884e-19   0.0395126
-16  1.2184e-19   0.0407781
-15.75  1.27586e-19   0.042105
-15.5  1.26168e-19   0.0434974
-15.25  1.2472e-19   0.0449595
-15  1.20951e-19   0.0464961
-14.75  1.21607e-19   0.0481122
-14.5  1.23554e-19   0.0498136
-14.25  1.25979e-19   0.0516061
-14  1.31806e-19   0.0534965
-13.75  1.33814e-19   0.0554919
-13.5  1.37186e-19   0.0576002
-13.25  1.40526e-19   0.05983
-13  1.46782e-19   0.0621908
-12.75  1.53356e-19   0.064693
-12.5  1.52798e-19   0.067348
-12.25  1.48544e-19   0.0701685
-12  1.56588e-19   0.0731684
-11.75  1.63992e-19   0.0763631
-11.5  1.86153e-19   0.0797697
-11.25  2.08101e-19   0.0834073
-11  2.26654e-19   0.087297
-10.75  2.41856e-19   0.0914626
-10.5  2.45008e-19   0.0959304
-10.25  2.47495e-19   0.10073
-10  2.72487e-19   0.105896
-9.75  2.84784e-19   0.111464
-9.5  2.90529e-19   0.117478
-9.25  2.9464e-19   0.123987
-9  2.94775e-19   0.131045
-8.75  3.0073e-19   0.138715
-8.5  3.41957e-19   0.147069
