-25  -0.00164163   0.00132719
-24.75  -0.00179934   0.00128588
-24.5  -0.00192802   0.00122826
-24.25  -0.00202494   0.00117967
-24  -0.00210821   0.00114359
-23.75  -0.00217757   0.00111499
-23.5  -0.00224221   0.00109034
-23.25  -0.00230586   0.00106971
-23  -0.00236984   0.00105275
-22.75  -0.00243516   0.00103903
-22.5  -0.00250206   0.00102809
-22.25  -0.00257076   0.00101958
-22  -0.00264149   0.00101319
-21.75  -0.00271447   0.00100868
-21.5  -0.00278991   0.00100584
-21.25  -0.002868   0.00100453
-21  -0.00294895   0.00100461
-20.75  -0.00303297   0.00100598
-20.5  -0.00312027   0.00100855
-20.25  -0.00321105   0.00101226
-20  -0.00330556   0.00101704
-19.75  -0.00340403   0.00102287
-19.5  -0.00350672   0.0010297
-19.25  -0.00361389   0.00103752
-19  -0.00372583   0.00104629
-18.75  -0.00384286   0.00105602
-18.5  -0.00396529   0.00106669
-18.25  -0.00409348   0.00107831
-18  -0.00422782   0.00109088
-17.75  -0.00436872   0.00110441
-17.5  -0.00451663   0.00111892
-17.25  -0.00467202   0.00113442
-17  -0.00483542   0.00115094
-16.75  -0.00500741   0.0011685
-16.5  -0.00518859   0.00118714
-16.25  -0.00537966   0.00120687
-16  -0.00558134   0.00122776
-15.75  -0.00579445   0.00124983
-15.5  -0.00601988   0.00127313
-15.25  -0.0062586   0.00129771
-15  -0.00651168   0.00132363
-14.75  -0.00678032   0.00135095
-14.5  -0.00706581   0.00137972
-14.25  -0.00736962   0.00141003
-14  -0.00769334   0.00144193
-13.75  -0.00803878   0.00147551
-13.5  -0.00840793   0.00151084
-13.25  -0.00880303   0.00154802
-13  -0.00922658   0.00158713
-12.75  -0.0096814   0.00162826
-12.5  -0.0101707   0.00167152
-12.25  -0.010698   0.00171699
-12  -0.0112675   0.00176477
-11.75  -0.0118838   0.00181496
-11.5  -0.0125522   0.00186763
-11.25  -0.0132788   0.00192287
-11  -0.0140708   0.00198074
-10.75  -0.0149362   0.00204125
-10.5  -0.0158846   0.0021044
-10.25  -0.016927   0.00217011
-10  -0.0180767   0.00223824
-9.75  -0.019349   0.00230851
-9.5  -0.0207625   0.00238048
-9.25  -0.0223393   0.00245347
-9  -0.0241061   0.00252646
-8.75  -0.0260956   0.00259796
-8.5  -0.0283481   0.00266575
-8.25  -0.0309134   0.00272663
-8  -0.0338545   0.00277586
-7.75  -0.0372513   0.00280646
-7.5  -0.0412074   0.00280802
-7.25  -0.0458586   0.00276477
-7  -0.0513865   0.00265238
-6.75  -0.0580394   0.00243251
-6.5  -0.0661651   0.00204293
-6.25  -0.076265   0.00137918
-6  -0.0890874   0.000258091
-5.75  -0.105797   -0.0016591
-5.5  -0.128303   -0.00504343
-5.25  -0.159934   -0.0113485
-5  -0.206974   -0.0241255
-4.75  -0.28239   -0.053644
-4.5  -0.414179   -0.137791
-4.25  -0.617437   -0.46481
-4  0.00494645   -1.22678
-3.75  0.594922   -0.529206
-3.5  0.461117   -0.217916
-3.25  0.359821   -0.118369
-3  0.298764   -0.0757066
-2.75  0.260322   -0.0532603
-2.5  0.235068   -0.0396433
-2.25  0.218059   -0.0304534
-2  0.206585   -0.0238994
-1.75  0.199389   -0.0192218
-1.5  0.195932   -0.0155697
-1.25  0.195726   -0.0124225
-1  0.198592   -0.00946147
-0.75  0.20489   -0.00636707
-0.5  0.21455   -0.00306635
-0.25  0.22852   0.000809677
0  0.247552   0.00565387
0.25  0.274043   0.0134225
0.5  0.311733   0.0246613
0.75  0.366024   0.0428138
1  0.447912   0.0756354
1.25  0.579556   0.144253
1.5  0.80812   0.321225
1.75  1.15261   0.949272
2  -0.082248   2.46954
2.25  -1.32018   0.939095
2.5  -0.98585   0.299742
2.75  -0.776852   0.107849
3  -0.678308   0.0161366
3.25  -0.652278   -0.0595503
3.5  -0.693052   -0.175989
3.75  -0.781657   -0.489256
4  -0.199491   -1.18514
4.25  0.472215   -0.463263
4.5  0.294226   -0.129592
